policy,category,base_line,scenario_1_metric,scenario_2_metric,scenario_3_metric,scenario_4_metric,scenario_1_%change,scenario_2_%change,scenario_3_%change,scenario_4_%change,scenario_1_elasticity,scenario_2_elasticity,scenario_3_elasticity,scenario_4_elasticity,mean_elasticity
transit_frequency,Alameda,499.9506644871329,488.14844658753185,494.35502141878476,522.4412998386173,507.5869507955499,2.0,1.0,-0.25,-0.5,-0.011803382551464514,-0.01119239050134746,-0.1799428379562702,-0.030548159451895707,-0.05837169261524447
transit_frequency,Contra Costa,792.7260041133926,775.5259751196027,778.3537193384635,785.0975212473555,808.8789648417933,2.0,1.0,-0.25,-0.5,-0.010848659501858371,-0.018130204762241253,0.038492406336885665,-0.040752947789234106,-0.007809851429112016
transit_frequency,Marin,613.6740438623999,566.2570891967797,583.3954396922313,591.1431102604631,587.2226472122471,2.0,1.0,-0.25,-0.5,-0.03863366484199243,-0.049339880793390356,0.14685929005652243,0.08620666594816528,0.03627310259232623
transit_frequency,Napa,826.13063837763,841.8043368021315,832.6071337884449,827.8781258544312,847.8990701107415,2.0,1.0,-0.25,-0.5,0.009486210592117628,0.007839553588683712,-0.008461070903909018,-0.052699732274451794,-0.010958759749389868
transit_frequency,San Francisco,318.9306314145639,274.25308166344576,298.35895485536474,350.84609341625105,359.11205143600887,2.0,1.0,-0.25,-0.5,-0.07004273868734129,-0.06450204067247123,-0.4002809245400032,-0.25197592243320743,-0.19670040658325577
transit_frequency,San Mateo,498.8934880362856,504.6853630000136,504.70774520592937,516.4786743277464,503.09642003316475,2.0,1.0,-0.25,-0.5,0.005804720950082554,0.011654305596429992,-0.14099351234812474,-0.016849015261443778,-0.03509587526576399
transit_frequency,Santa Clara,365.8930991951748,364.1828349101866,364.2788030899494,364.627196223914,368.2557600540681,2.0,1.0,-0.25,-0.5,-0.0023371092386684778,-0.004411933728119544,0.013839047241342328,-0.012914487122551943,-0.001456120711999409
transit_frequency,Solano,830.9927893972524,842.190829145922,817.3315637904643,813.215102338313,859.1935059184548,2.0,1.0,-0.25,-0.5,0.00673774784302994,-0.016439643978977347,0.08557324340604255,-0.06787234951017407,0.0019997494399802695
transit_frequency,Sonoma,716.8206698566163,745.0478381663033,692.226021194183,714.539356116451,743.4715068393801,2.0,1.0,-0.25,-0.5,0.019689142275524207,-0.03431074144018886,0.012730178333845377,-0.07435845003770547,-0.019062467717131187
transit_price,Alameda,499.9506644871329,507.6936497571266,499.1889705548047,508.54847644085874,502.59138621374944,0.5,-0.25,-0.5,-1.0,0.030974997414741967,0.006094152774930528,-0.0343946415694667,-0.005281964630100999,-0.0006518640024738009
